% MTEX ODF
% crystal symmetry: "m-3m"
% specimen symmetry: "1"
% phi1    Phi     phi2    value
343.84615 32.50000 1.15385 1.15694
343.84615 32.50000 6.15385 1.45674
343.84615 32.50000 11.15385 1.68283
343.84615 32.50000 16.15385 1.70626
343.84615 32.50000 21.15385 1.52530
343.84615 32.50000 26.15385 1.26571
343.84615 32.50000 31.15385 1.04404
343.84615 32.50000 36.15385 0.89119
343.84615 32.50000 41.15385 0.78793
343.84615 32.50000 46.15385 0.71257
343.84615 32.50000 51.15385 0.65382
343.84615 32.50000 56.15385 0.60726
353.07692 32.50000 321.92308 0.55635
353.07692 32.50000 326.92308 0.54024
353.07692 32.50000 331.92308 0.55362
353.07692 32.50000 336.92308 0.60450
353.07692 32.50000 341.92308 0.69995
353.07692 32.50000 346.92308 0.87292
353.07692 32.50000 351.92308 1.16057
353.07692 32.50000 356.92308 1.54915
353.07692 32.50000 1.92308 1.90056
353.07692 32.50000 6.92308 2.00856
353.07692 32.50000 11.92308 1.80572
353.07692 32.50000 16.92308 1.44268
353.07692 32.50000 21.92308 1.11317
353.07692 32.50000 26.92308 0.89280
353.07692 32.50000 31.92308 0.76054
353.07692 32.50000 36.92308 0.67856
353.07692 32.50000 41.92308 0.62352
353.07692 32.50000 46.92308 0.58421
2.30769 32.50000 312.69231 0.54247
2.30769 32.50000 317.69231 0.52973
2.30769 32.50000 322.69231 0.53852
2.30769 32.50000 327.69231 0.57631
2.30769 32.50000 332.69231 0.65043
2.30769 32.50000 337.69231 0.79245
2.30769 32.50000 342.69231 1.04701
2.30769 32.50000 347.69231 1.42886
2.30769 32.50000 352.69231 1.83427
2.30769 32.50000 357.69231 2.04231
2.30769 32.50000 2.69231 1.91279
2.30769 32.50000 7.69231 1.54881
2.30769 32.50000 12.69231 1.17112
2.30769 32.50000 17.69231 0.90406
2.30769 32.50000 22.69231 0.74597
2.30769 32.50000 27.69231 0.65516
2.30769 32.50000 32.69231 0.60062
2.30769 32.50000 37.69231 0.56582
11.53846 32.50000 303.46154 0.53224
11.53846 32.50000 308.46154 0.52117
11.53846 32.50000 313.46154 0.52641
11.53846 32.50000 318.46154 0.55110
11.53846 32.50000 323.46154 0.59977
11.53846 32.50000 328.46154 0.69441
11.53846 32.50000 333.46154 0.86965
11.53846 32.50000 338.46154 1.15056
11.53846 32.50000 343.46154 1.48702
11.53846 32.50000 348.46154 1.71984
11.53846 32.50000 353.46154 1.69854
11.53846 32.50000 358.46154 1.44693
11.53846 32.50000 3.46154 1.13083
11.53846 32.50000 8.46154 0.88187
11.53846 32.50000 13.46154 0.72561
11.53846 32.50000 18.46154 0.63508
11.53846 32.50000 23.46154 0.58268
11.53846 32.50000 28.46154 0.55154
20.76923 32.50000 294.23077 0.52431
20.76923 32.50000 299.23077 0.51746
20.76923 32.50000 304.23077 0.52336
20.76923 32.50000 309.23077 0.53312
20.76923 32.50000 314.23077 0.56133
20.76923 32.50000 319.23077 0.61488
20.76923 32.50000 324.23077 0.71329
20.76923 32.50000 329.23077 0.87495
20.76923 32.50000 334.23077 1.08368
20.76923 32.50000 339.23077 1.25769
20.76923 32.50000 344.23077 1.29480
20.76923 32.50000 349.23077 1.17574
20.76923 32.50000 354.23077 0.98293
20.76923 32.50000 359.23077 0.80825
20.76923 32.50000 4.23077 0.68666
20.76923 32.50000 9.23077 0.61126
20.76923 32.50000 14.23077 0.56639
20.76923 32.50000 19.23077 0.54002
30.00000 32.50000 285.00000 0.52385
30.00000 32.50000 290.00000 0.52963
30.00000 32.50000 295.00000 0.53758
30.00000 32.50000 300.00000 0.54701
30.00000 32.50000 305.00000 0.55958
30.00000 32.50000 310.00000 0.58027
30.00000 32.50000 315.00000 0.61810
30.00000 32.50000 320.00000 0.69385
30.00000 32.50000 325.00000 0.79821
30.00000 32.50000 330.00000 0.89480
30.00000 32.50000 335.00000 0.93405
30.00000 32.50000 340.00000 0.89480
30.00000 32.50000 345.00000 0.80522
30.00000 32.50000 350.00000 0.71019
30.00000 32.50000 355.00000 0.63500
30.00000 32.50000 0.00000 0.58333
30.00000 32.50000 5.00000 0.55032
30.00000 32.50000 10.00000 0.53017
39.23077 32.50000 275.76923 0.53502
39.23077 32.50000 280.76923 0.54619
39.23077 32.50000 285.76923 0.55927
39.23077 32.50000 290.76923 0.57301
39.23077 32.50000 295.76923 0.58687
39.23077 32.50000 300.76923 0.60211
39.23077 32.50000 305.76923 0.62177
39.23077 32.50000 310.76923 0.64874
39.23077 32.50000 315.76923 0.68116
39.23077 32.50000 320.76923 0.70816
39.23077 32.50000 325.76923 0.71636
39.23077 32.50000 330.76923 0.70501
39.23077 32.50000 335.76923 0.66943
39.23077 32.50000 340.76923 0.62602
39.23077 32.50000 345.76923 0.58696
39.23077 32.50000 350.76923 0.55682
39.23077 32.50000 355.76923 0.53570
39.23077 32.50000 0.76923 0.52750
48.46154 32.50000 266.53846 0.54680
48.46154 32.50000 271.53846 0.56467
48.46154 32.50000 276.53846 0.58528
48.46154 32.50000 281.53846 0.60731
48.46154 32.50000 286.53846 0.62924
48.46154 32.50000 291.53846 0.65145
48.46154 32.50000 296.53846 0.67459
48.46154 32.50000 301.53846 0.69582
48.46154 32.50000 306.53846 0.70733
48.46154 32.50000 311.53846 0.70211
48.46154 32.50000 316.53846 0.68033
48.46154 32.50000 321.53846 0.64822
48.46154 32.50000 326.53846 0.61292
48.46154 32.50000 331.53846 0.57988
48.46154 32.50000 336.53846 0.55309
48.46154 32.50000 341.53846 0.53686
48.46154 32.50000 346.53846 0.52520
48.46154 32.50000 351.53846 0.53327
57.69231 32.50000 257.30769 0.55617
57.69231 32.50000 262.30769 0.58058
57.69231 32.50000 267.30769 0.60993
57.69231 32.50000 272.30769 0.64243
57.69231 32.50000 277.30769 0.67789
57.69231 32.50000 282.30769 0.71879
57.69231 32.50000 287.30769 0.76749
57.69231 32.50000 292.30769 0.81447
57.69231 32.50000 297.30769 0.83493
57.69231 32.50000 302.30769 0.81077
57.69231 32.50000 307.30769 0.75299
57.69231 32.50000 312.30769 0.68915
57.69231 32.50000 317.30769 0.63641
57.69231 32.50000 322.30769 0.59634
57.69231 32.50000 327.30769 0.56561
57.69231 32.50000 332.30769 0.54232
57.69231 32.50000 337.30769 0.52565
57.69231 32.50000 342.30769 0.53744
66.92308 32.50000 248.07692 0.55984
66.92308 32.50000 253.07692 0.58927
66.92308 32.50000 258.07692 0.62576
66.92308 32.50000 263.07692 0.66858
66.92308 32.50000 268.07692 0.71963
66.92308 32.50000 273.07692 0.78831
66.92308 32.50000 278.07692 0.88580
66.92308 32.50000 283.07692 0.99808
66.92308 32.50000 288.07692 1.06777
66.92308 32.50000 293.07692 1.04000
66.92308 32.50000 298.07692 0.92906
66.92308 32.50000 303.07692 0.80187
66.92308 32.50000 308.07692 0.70516
66.92308 32.50000 313.07692 0.64169
66.92308 32.50000 318.07692 0.59798
66.92308 32.50000 323.07692 0.56553
66.92308 32.50000 328.07692 0.54154
66.92308 32.50000 333.07692 0.53817
76.15385 32.50000 238.84615 0.55667
76.15385 32.50000 243.84615 0.58746
76.15385 32.50000 248.84615 0.62738
76.15385 32.50000 253.84615 0.67660
76.15385 32.50000 258.84615 0.73939
76.15385 32.50000 263.84615 0.83312
76.15385 32.50000 268.84615 0.98556
76.15385 32.50000 273.84615 1.19098
76.15385 32.50000 278.84615 1.35784
76.15385 32.50000 283.84615 1.36488
76.15385 32.50000 288.84615 1.20103
76.15385 32.50000 293.84615 0.98111
76.15385 32.50000 298.84615 0.81039
76.15385 32.50000 303.84615 0.70685
76.15385 32.50000 308.84615 0.64328
76.15385 32.50000 313.84615 0.59830
76.15385 32.50000 318.84615 0.56450
76.15385 32.50000 323.84615 0.53986
85.38462 32.50000 229.61538 0.54744
85.38462 32.50000 234.61538 0.57580
85.38462 32.50000 239.61538 0.61419
85.38462 32.50000 244.61538 0.66346
85.38462 32.50000 249.61538 0.72828
85.38462 32.50000 254.61538 0.82863
85.38462 32.50000 259.61538 1.00477
85.38462 32.50000 264.61538 1.27305
85.38462 32.50000 269.61538 1.54096
85.38462 32.50000 274.61538 1.63041
85.38462 32.50000 279.61538 1.46749
85.38462 32.50000 284.61538 1.17736
85.38462 32.50000 289.61538 0.92890
85.38462 32.50000 294.61538 0.77760
85.38462 32.50000 299.61538 0.69148
85.38462 32.50000 304.61538 0.63404
85.38462 32.50000 309.61538 0.59079
85.38462 32.50000 314.61538 0.55824
90.00000 37.50000 225.00000 0.55768
90.00000 37.50000 230.00000 0.59393
90.00000 37.50000 235.00000 0.64421
90.00000 37.50000 240.00000 0.70945
90.00000 37.50000 245.00000 0.79300
90.00000 37.50000 250.00000 0.91132
90.00000 37.50000 255.00000 1.10252
90.00000 37.50000 260.00000 1.39029
90.00000 37.50000 265.00000 1.69519
90.00000 37.50000 270.00000 1.83231
90.00000 37.50000 275.00000 1.69519
90.00000 37.50000 280.00000 1.39029
90.00000 37.50000 285.00000 1.10252
90.00000 37.50000 290.00000 0.91132
90.00000 37.50000 295.00000 0.79300
90.00000 37.50000 300.00000 0.70945
90.00000 37.50000 305.00000 0.64421
90.00000 37.50000 310.00000 0.59393
98.18182 37.50000 216.81818 0.57382
98.18182 37.50000 221.81818 0.56820
98.18182 37.50000 226.81818 0.60849
98.18182 37.50000 231.81818 0.66273
98.18182 37.50000 236.81818 0.73308
98.18182 37.50000 241.81818 0.82831
98.18182 37.50000 246.81818 0.97487
98.18182 37.50000 251.81818 1.20306
98.18182 37.50000 256.81818 1.48088
98.18182 37.50000 261.81818 1.67064
98.18182 37.50000 266.81818 1.63792
98.18182 37.50000 271.81818 1.41296
98.18182 37.50000 276.81818 1.15047
98.18182 37.50000 281.81818 0.95568
98.18182 37.50000 286.81818 0.83068
98.18182 37.50000 291.81818 0.74247
98.18182 37.50000 296.81818 0.67234
98.18182 37.50000 301.81818 0.61623
106.36364 37.50000 208.63636 0.58485
106.36364 37.50000 213.63636 0.55249
106.36364 37.50000 218.63636 0.57385
106.36364 37.50000 223.63636 0.61457
106.36364 37.50000 228.63636 0.66827
106.36364 37.50000 233.63636 0.73827
106.36364 37.50000 238.63636 0.83589
106.36364 37.50000 243.63636 0.97952
106.36364 37.50000 248.63636 1.16429
106.36364 37.50000 253.63636 1.32249
106.36364 37.50000 258.63636 1.35832
106.36364 37.50000 263.63636 1.25243
106.36364 37.50000 268.63636 1.08486
106.36364 37.50000 273.63636 0.93780
106.36364 37.50000 278.63636 0.83178
106.36364 37.50000 283.63636 0.75159
106.36364 37.50000 288.63636 0.68481
106.36364 37.50000 293.63636 0.62896
114.54545 37.50000 200.45455 0.58742
114.54545 37.50000 205.45455 0.55632
114.54545 37.50000 210.45455 0.54606
114.54545 37.50000 215.45455 0.57407
114.54545 37.50000 220.45455 0.61206
114.54545 37.50000 225.45455 0.66100
114.54545 37.50000 230.45455 0.72375
114.54545 37.50000 235.45455 0.80632
114.54545 37.50000 240.45455 0.90870
114.54545 37.50000 245.45455 1.00615
114.54545 37.50000 250.45455 1.05316
114.54545 37.50000 255.45455 1.02643
114.54545 37.50000 260.45455 0.95093
114.54545 37.50000 265.45455 0.86769
114.54545 37.50000 270.45455 0.79585
114.54545 37.50000 275.45455 0.73371
114.54545 37.50000 280.45455 0.67765
114.54545 37.50000 285.45455 0.62817
122.72727 37.50000 192.27273 0.58070
122.72727 37.50000 197.27273 0.55432
122.72727 37.50000 202.27273 0.53564
122.72727 37.50000 207.27273 0.54663
122.72727 37.50000 212.27273 0.57296
122.72727 37.50000 217.27273 0.60685
122.72727 37.50000 222.27273 0.64799
122.72727 37.50000 227.27273 0.69641
122.72727 37.50000 232.27273 0.75084
122.72727 37.50000 237.27273 0.80302
122.72727 37.50000 242.27273 0.83653
122.72727 37.50000 247.27273 0.83913
122.72727 37.50000 252.27273 0.81488
122.72727 37.50000 257.27273 0.77757
122.72727 37.50000 262.27273 0.73654
122.72727 37.50000 267.27273 0.69479
122.72727 37.50000 272.27273 0.65317
122.72727 37.50000 277.27273 0.61427
130.90909 37.50000 184.09091 0.56706
130.90909 37.50000 189.09091 0.54784
130.90909 37.50000 194.09091 0.53519
130.90909 37.50000 199.09091 0.53420
130.90909 37.50000 204.09091 0.55592
130.90909 37.50000 209.09091 0.58348
130.90909 37.50000 214.09091 0.61441
130.90909 37.50000 219.09091 0.64546
130.90909 37.50000 224.09091 0.67383
130.90909 37.50000 229.09091 0.69706
130.90909 37.50000 234.09091 0.71197
130.90909 37.50000 239.09091 0.71574
130.90909 37.50000 244.09091 0.70849
130.90909 37.50000 249.09091 0.69298
130.90909 37.50000 254.09091 0.67175
130.90909 37.50000 259.09091 0.64638
130.90909 37.50000 264.09091 0.61865
130.90909 37.50000 269.09091 0.59143
139.09091 37.50000 175.90909 0.55057
139.09091 37.50000 180.90909 0.53942
139.09091 37.50000 185.90909 0.53507
139.09091 37.50000 190.90909 0.54387
139.09091 37.50000 195.90909 0.56857
139.09091 37.50000 200.90909 0.59818
139.09091 37.50000 205.90909 0.63479
139.09091 37.50000 210.90909 0.66391
139.09091 37.50000 215.90909 0.67775
139.09091 37.50000 220.90909 0.67583
139.09091 37.50000 225.90909 0.66468
139.09091 37.50000 230.90909 0.65145
139.09091 37.50000 235.90909 0.63923
139.09091 37.50000 240.90909 0.62756
139.09091 37.50000 245.90909 0.61479
139.09091 37.50000 250.90909 0.59986
139.09091 37.50000 255.90909 0.58298
139.09091 37.50000 260.90909 0.56593
147.27273 37.50000 167.72727 0.53500
147.27273 37.50000 172.72727 0.53129
147.27273 37.50000 177.72727 0.54243
147.27273 37.50000 182.72727 0.56949
147.27273 37.50000 187.72727 0.61605
147.27273 37.50000 192.72727 0.67788
147.27273 37.50000 197.72727 0.74429
147.27273 37.50000 202.72727 0.79237
147.27273 37.50000 207.72727 0.79756
147.27273 37.50000 212.72727 0.76235
147.27273 37.50000 217.72727 0.70681
147.27273 37.50000 222.72727 0.65263
147.27273 37.50000 227.72727 0.61365
147.27273 37.50000 232.72727 0.58959
147.27273 37.50000 237.72727 0.57458
147.27273 37.50000 242.72727 0.56332
147.27273 37.50000 247.72727 0.55288
147.27273 37.50000 252.72727 0.54305
155.45455 37.50000 159.54545 0.53516
155.45455 37.50000 164.54545 0.54387
155.45455 37.50000 169.54545 0.56109
155.45455 37.50000 174.54545 0.59780
155.45455 37.50000 179.54545 0.67276
155.45455 37.50000 184.54545 0.78490
155.45455 37.50000 189.54545 0.92491
155.45455 37.50000 194.54545 1.05083
155.45455 37.50000 199.54545 1.09852
155.45455 37.50000 204.54545 1.03506
155.45455 37.50000 209.54545 0.89596
155.45455 37.50000 214.54545 0.74983
155.45455 37.50000 219.54545 0.64451
155.45455 37.50000 224.54545 0.58653
155.45455 37.50000 229.54545 0.55624
155.45455 37.50000 234.54545 0.54080
155.45455 37.50000 239.54545 0.53187
155.45455 37.50000 244.54545 0.52947
163.63636 37.50000 151.36364 0.54180
163.63636 37.50000 156.36364 0.55308
163.63636 37.50000 161.36364 0.57433
163.63636 37.50000 166.36364 0.62063
163.63636 37.50000 171.36364 0.72011
163.63636 37.50000 176.36364 0.88516
163.63636 37.50000 181.36364 1.12141
163.63636 37.50000 186.36364 1.37731
163.63636 37.50000 191.36364 1.53154
163.63636 37.50000 196.36364 1.48172
163.63636 37.50000 201.36364 1.25612
163.63636 37.50000 206.36364 0.98448
163.63636 37.50000 211.36364 0.77057
163.63636 37.50000 216.36364 0.63802
163.63636 37.50000 221.36364 0.56641
163.63636 37.50000 226.36364 0.53626
163.63636 37.50000 231.36364 0.53173
163.63636 37.50000 236.36364 0.53450
171.81818 37.50000 143.18182 0.54277
171.81818 37.50000 148.18182 0.55518
171.81818 37.50000 153.18182 0.57701
171.81818 37.50000 158.18182 0.63333
171.81818 37.50000 163.18182 0.74094
171.81818 37.50000 168.18182 0.93226
171.81818 37.50000 173.18182 1.23726
171.81818 37.50000 178.18182 1.62257
171.81818 37.50000 183.18182 1.93265
171.81818 37.50000 188.18182 1.97183
171.81818 37.50000 193.18182 1.70589
171.81818 37.50000 198.18182 1.30503
171.81818 37.50000 203.18182 0.95876
171.81818 37.50000 208.18182 0.73550
171.81818 37.50000 213.18182 0.61304
171.81818 37.50000 218.18182 0.55170
171.81818 37.50000 223.18182 0.53587
171.81818 37.50000 228.18182 0.53599
180.00000 37.50000 140.00000 0.55458
180.00000 37.50000 145.00000 0.58603
180.00000 37.50000 150.00000 0.64009
180.00000 37.50000 155.00000 0.73738
180.00000 37.50000 160.00000 0.91295
180.00000 37.50000 165.00000 1.21046
180.00000 37.50000 170.00000 1.63139
180.00000 37.50000 175.00000 2.04691
180.00000 37.50000 180.00000 2.21971
180.00000 37.50000 185.00000 2.02181
180.00000 37.50000 190.00000 1.58488
180.00000 37.50000 195.00000 1.14909
180.00000 37.50000 200.00000 0.84459
180.00000 37.50000 205.00000 0.66965
180.00000 37.50000 210.00000 0.57901
180.00000 37.50000 215.00000 0.53882
180.00000 37.50000 220.00000 0.53372
188.18182 37.50000 126.81818 0.54696
188.18182 37.50000 131.81818 0.56872
188.18182 37.50000 136.81818 0.60161
188.18182 37.50000 141.81818 0.65075
188.18182 37.50000 146.81818 0.72994
188.18182 37.50000 151.81818 0.86437
188.18182 37.50000 156.81818 1.09100
188.18182 37.50000 161.81818 1.43059
188.18182 37.50000 166.81818 1.81505
188.18182 37.50000 171.81818 2.05704
188.18182 37.50000 176.81818 1.98995
188.18182 37.50000 181.81818 1.65209
188.18182 37.50000 186.81818 1.24278
188.18182 37.50000 191.81818 0.92003
188.18182 37.50000 196.81818 0.71808
188.18182 37.50000 201.81818 0.60640
188.18182 37.50000 206.81818 0.54935
188.18182 37.50000 211.81818 0.53681
196.36364 37.50000 118.63636 0.56113
196.36364 37.50000 123.63636 0.58728
196.36364 37.50000 128.63636 0.62461
196.36364 37.50000 133.63636 0.67302
196.36364 37.50000 138.63636 0.73874
196.36364 37.50000 143.63636 0.83459
196.36364 37.50000 148.63636 0.98132
196.36364 37.50000 153.63636 1.19657
196.36364 37.50000 158.63636 1.45601
196.36364 37.50000 163.63636 1.65750
196.36364 37.50000 168.63636 1.67493
196.36364 37.50000 173.63636 1.48480
196.36364 37.50000 178.63636 1.19421
196.36364 37.50000 183.63636 0.92823
196.36364 37.50000 188.63636 0.74055
196.36364 37.50000 193.63636 0.62597
196.36364 37.50000 198.63636 0.56225
196.36364 37.50000 203.63636 0.54711
204.54545 37.50000 110.45455 0.57655
204.54545 37.50000 115.45455 0.60999
204.54545 37.50000 120.45455 0.65480
204.54545 37.50000 125.45455 0.70854
204.54545 37.50000 130.45455 0.77123
204.54545 37.50000 135.45455 0.84586
204.54545 37.50000 140.45455 0.93935
204.54545 37.50000 145.45455 1.05900
204.54545 37.50000 150.45455 1.19713
204.54545 37.50000 155.45455 1.31118
204.54545 37.50000 160.45455 1.33639
204.54545 37.50000 165.45455 1.24286
204.54545 37.50000 170.45455 1.06962
204.54545 37.50000 175.45455 0.88613
204.54545 37.50000 180.45455 0.73791
204.54545 37.50000 185.45455 0.63580
204.54545 37.50000 190.45455 0.57269
204.54545 37.50000 195.45455 0.55641
212.72727 37.50000 102.27273 0.59218
212.72727 37.50000 107.27273 0.63486
212.72727 37.50000 112.27273 0.68985
212.72727 37.50000 117.27273 0.75412
212.72727 37.50000 122.27273 0.82364
212.72727 37.50000 127.27273 0.89500
212.72727 37.50000 132.27273 0.96617
212.72727 37.50000 137.27273 1.03614
212.72727 37.50000 142.27273 1.10043
212.72727 37.50000 147.27273 1.14369
212.72727 37.50000 152.27273 1.14142
212.72727 37.50000 157.27273 1.07898
212.72727 37.50000 162.27273 0.96905
212.72727 37.50000 167.27273 0.84334
212.72727 37.50000 172.27273 0.73006
212.72727 37.50000 177.27273 0.64272
212.72727 37.50000 182.27273 0.58274
212.72727 37.50000 187.27273 0.56414
220.90909 37.50000 94.09091 0.60690
220.90909 37.50000 99.09091 0.65941
220.90909 37.50000 104.09091 0.72635
220.90909 37.50000 109.09091 0.80439
220.90909 37.50000 114.09091 0.88749
220.90909 37.50000 119.09091 0.96846
220.90909 37.50000 124.09091 1.03973
220.90909 37.50000 129.09091 1.09440
220.90909 37.50000 134.09091 1.12644
220.90909 37.50000 139.09091 1.12988
220.90909 37.50000 144.09091 1.09905
220.90909 37.50000 149.09091 1.03281
220.90909 37.50000 154.09091 0.93953
220.90909 37.50000 159.09091 0.83558
220.90909 37.50000 164.09091 0.73764
220.90909 37.50000 169.09091 0.65668
220.90909 37.50000 174.09091 0.59659
220.90909 37.50000 179.09091 0.57048
229.09091 37.50000 85.90909 0.61944
229.09091 37.50000 90.90909 0.68126
229.09091 37.50000 95.90909 0.76030
229.09091 37.50000 100.90909 0.85346
229.09091 37.50000 105.90909 0.95396
229.09091 37.50000 110.90909 1.05295
229.09091 37.50000 115.90909 1.13942
229.09091 37.50000 120.90909 1.20089
229.09091 37.50000 125.90909 1.22636
229.09091 37.50000 130.90909 1.21116
229.09091 37.50000 135.90909 1.15843
229.09091 37.50000 140.90909 1.07639
229.09091 37.50000 145.90909 0.97584
229.09091 37.50000 150.90909 0.86928
229.09091 37.50000 155.90909 0.76883
229.09091 37.50000 160.90909 0.68347
229.09091 37.50000 165.90909 0.61744
229.09091 37.50000 170.90909 0.57555
237.27273 37.50000 77.72727 0.62837
237.27273 37.50000 82.72727 0.69789
237.27273 37.50000 87.72727 0.78782
237.27273 37.50000 92.72727 0.89552
237.27273 37.50000 97.72727 1.01523
237.27273 37.50000 102.72727 1.13941
237.27273 37.50000 107.72727 1.25554
237.27273 37.50000 112.72727 1.34359
237.27273 37.50000 117.72727 1.38018
237.27273 37.50000 122.72727 1.35515
237.27273 37.50000 127.72727 1.27962
237.27273 37.50000 132.72727 1.17407
237.27273 37.50000 137.72727 1.05494
237.27273 37.50000 142.72727 0.93374
237.27273 37.50000 147.72727 0.82035
237.27273 37.50000 152.72727 0.72286
237.27273 37.50000 157.72727 0.64580
237.27273 37.50000 162.72727 0.58960
245.45455 37.50000 69.54545 0.63240
245.45455 37.50000 74.54545 0.70705
245.45455 37.50000 79.54545 0.80522
245.45455 37.50000 84.54545 0.92529
245.45455 37.50000 89.54545 1.06432
245.45455 37.50000 94.54545 1.21997
245.45455 37.50000 99.54545 1.38492
245.45455 37.50000 104.54545 1.52932
245.45455 37.50000 109.54545 1.60204
245.45455 37.50000 114.54545 1.57095
245.45455 37.50000 119.54545 1.45697
245.45455 37.50000 124.54545 1.30850
245.45455 37.50000 129.54545 1.15773
245.45455 37.50000 134.54545 1.01472
245.45455 37.50000 139.54545 0.88380
245.45455 37.50000 144.54545 0.77065
245.45455 37.50000 149.54545 0.67981
245.45455 37.50000 154.54545 0.61231
253.63636 37.50000 61.36364 0.63078
253.63636 37.50000 66.36364 0.70755
253.63636 37.50000 71.36364 0.81005
253.63636 37.50000 76.36364 0.93810
253.63636 37.50000 81.36364 1.09215
253.63636 37.50000 86.36364 1.27930
253.63636 37.50000 91.36364 1.50643
253.63636 37.50000 96.36364 1.74293
253.63636 37.50000 101.36364 1.89671
253.63636 37.50000 106.36364 1.88038
253.63636 37.50000 111.36364 1.71025
253.63636 37.50000 116.36364 1.48414
253.63636 37.50000 121.36364 1.27635
253.63636 37.50000 126.36364 1.10118
253.63636 37.50000 131.36364 0.95034
253.63636 37.50000 136.36364 0.82117
253.63636 37.50000 141.36364 0.71629
253.63636 37.50000 146.36364 0.63692
261.81818 37.50000 53.18182 0.62375
261.81818 37.50000 58.18182 0.69918
261.81818 37.50000 63.18182 0.80157
261.81818 37.50000 68.18182 0.93162
261.81818 37.50000 73.18182 1.09131
261.81818 37.50000 78.18182 1.29422
261.81818 37.50000 83.18182 1.56548
261.81818 37.50000 88.18182 1.89355
261.81818 37.50000 93.18182 2.16397
261.81818 37.50000 98.18182 2.21514
261.81818 37.50000 103.18182 2.01391
261.81818 37.50000 108.18182 1.69655
261.81818 37.50000 113.18182 1.40685
261.81818 37.50000 118.18182 1.18565
261.81818 37.50000 123.18182 1.01222
261.81818 37.50000 128.18182 0.86843
261.81818 37.50000 133.18182 0.75132
261.81818 37.50000 138.18182 0.66150
270.00000 37.50000 45.00000 0.61230
270.00000 37.50000 50.00000 0.68312
270.00000 37.50000 55.00000 0.78105
270.00000 37.50000 60.00000 0.90707
270.00000 37.50000 65.00000 1.06206
270.00000 37.50000 70.00000 1.25708
270.00000 37.50000 75.00000 1.52234
270.00000 37.50000 80.00000 1.87228
270.00000 37.50000 85.00000 2.21871
270.00000 37.50000 90.00000 2.37043
270.00000 37.50000 95.00000 2.21871
270.00000 37.50000 100.00000 1.87228
270.00000 37.50000 105.00000 1.52234
270.00000 37.50000 110.00000 1.25708
270.00000 37.50000 115.00000 1.06206
270.00000 37.50000 120.00000 0.90707
270.00000 37.50000 125.00000 0.78105
270.00000 37.50000 130.00000 0.68312
278.18182 37.50000 36.81818 0.62375
278.18182 37.50000 41.81818 0.66150
278.18182 37.50000 46.81818 0.75132
278.18182 37.50000 51.81818 0.86843
278.18182 37.50000 56.81818 1.01222
278.18182 37.50000 61.81818 1.18565
278.18182 37.50000 66.81818 1.40685
278.18182 37.50000 71.81818 1.69655
278.18182 37.50000 76.81818 2.01391
278.18182 37.50000 81.81818 2.21514
278.18182 37.50000 86.81818 2.16397
278.18182 37.50000 91.81818 1.89355
278.18182 37.50000 96.81818 1.56548
278.18182 37.50000 101.81818 1.29422
278.18182 37.50000 106.81818 1.09131
278.18182 37.50000 111.81818 0.93162
278.18182 37.50000 116.81818 0.80157
278.18182 37.50000 121.81818 0.69918
286.36364 37.50000 28.63636 0.63078
286.36364 37.50000 33.63636 0.63692
286.36364 37.50000 38.63636 0.71629
286.36364 37.50000 43.63636 0.82117
286.36364 37.50000 48.63636 0.95034
286.36364 37.50000 53.63636 1.10118
286.36364 37.50000 58.63636 1.27635
286.36364 37.50000 63.63636 1.48414
286.36364 37.50000 68.63636 1.71025
286.36364 37.50000 73.63636 1.88038
286.36364 37.50000 78.63636 1.89671
286.36364 37.50000 83.63636 1.74293
286.36364 37.50000 88.63636 1.50643
286.36364 37.50000 93.63636 1.27930
286.36364 37.50000 98.63636 1.09215
286.36364 37.50000 103.63636 0.93810
286.36364 37.50000 108.63636 0.81005
286.36364 37.50000 113.63636 0.70755
294.54545 37.50000 20.45455 0.63240
294.54545 37.50000 25.45455 0.61231
294.54545 37.50000 30.45455 0.67981
294.54545 37.50000 35.45455 0.77065
294.54545 37.50000 40.45455 0.88380
294.54545 37.50000 45.45455 1.01472
294.54545 37.50000 50.45455 1.15773
294.54545 37.50000 55.45455 1.30850
294.54545 37.50000 60.45455 1.45697
294.54545 37.50000 65.45455 1.57095
294.54545 37.50000 70.45455 1.60204
294.54545 37.50000 75.45455 1.52932
294.54545 37.50000 80.45455 1.38492
294.54545 37.50000 85.45455 1.21997
294.54545 37.50000 90.45455 1.06432
294.54545 37.50000 95.45455 0.92529
294.54545 37.50000 100.45455 0.80522
294.54545 37.50000 105.45455 0.70705
302.72727 37.50000 12.27273 0.62837
302.72727 37.50000 17.27273 0.58960
302.72727 37.50000 22.27273 0.64580
302.72727 37.50000 27.27273 0.72286
302.72727 37.50000 32.27273 0.82035
302.72727 37.50000 37.27273 0.93374
302.72727 37.50000 42.27273 1.05494
302.72727 37.50000 47.27273 1.17407
302.72727 37.50000 52.27273 1.27962
302.72727 37.50000 57.27273 1.35515
302.72727 37.50000 62.27273 1.38018
302.72727 37.50000 67.27273 1.34359
302.72727 37.50000 72.27273 1.25554
302.72727 37.50000 77.27273 1.13941
302.72727 37.50000 82.27273 1.01523
302.72727 37.50000 87.27273 0.89552
302.72727 37.50000 92.27273 0.78782
302.72727 37.50000 97.27273 0.69789
310.90909 37.50000 4.09091 0.61944
310.90909 37.50000 9.09091 0.57555
