Index	Phase	X	Y	Euler1	Euler2	Euler3	MAD	BC	BS	Bands	Error	ReliabilityIndex	
85842	1	249.6	120.6	179.36	53.826	45.393	0.7293	81	0	8	0	0.0000	
85843	1	250.2	120.6	178.76	53.587	45.990	0.7045	79	0	8	0	0.0000	
85844	1	250.8	120.6	179.24	53.560	45.598	0.4902	80	0	8	0	0.0000	
85845	1	251.4	120.6	179.28	53.931	45.513	0.5860	70	0	8	0	0.0000	
85846	1	252	120.6	179.18	53.923	45.674	0.4014	83	0	8	0	0.0000	
85847	1	252.6	120.6	178.80	53.919	45.936	0.5397	86	0	8	0	0.0000	
85848	1	253.2	120.6	178.72	53.627	46.003	0.7458	88	0	8	0	0.0000	
85849	1	253.8	120.6	178.98	53.814	45.818	0.7016	75	0	8	0	0.0000	
85850	1	254.4	120.6	179.30	53.551	45.632	0.4449	65	0	8	0	0.0000	
85851	1	0	121.2	334.87	28.582	55.593	0.6262	114	0	8	0	0.0000	
85852	1	0.6	121.2	335.36	28.309	55.205	0.4848	113	0	8	0	0.0000	
85853	1	1.2	121.2	335.13	28.314	55.391	0.4636	116	0	8	0	0.0000	
85854	1	1.8	121.2	335.23	28.305	55.330	0.4785	117	0	8	0	0.0000	
85855	1	2.4	121.2	335.37	28.061	55.260	0.4715	110	0	8	0	0.0000	
85856	1	3	121.2	335.40	28.102	55.247	0.4713	112	0	8	0	0.0000	
85857	1	3.6	121.2	335.40	28.107	55.231	0.4616	115	0	8	0	0.0000	
85858	1	4.2	121.2	335.38	28.061	55.257	0.4716	114	0	8	0	0.0000	
85859	1	4.8	121.2	335.40	28.102	55.244	0.4713	108	0	8	0	0.0000	
85860	1	5.4	121.2	335.40	28.103	55.245	0.4713	111	0	8	0	0.0000	
85861	1	6	121.2	335.34	28.058	55.314	0.4705	113	0	8	0	0.0000	
85862	1	6.6	121.2	336.13	27.996	54.700	0.4390	104	0	8	0	0.0000	
85863	1	7.2	121.2	338.35	27.587	52.721	0.5914	104	0	8	0	0.0000	
85864	1	7.8	121.2	338.46	27.959	52.691	0.5537	111	0	8	0	0.0000	
85865	1	8.4	121.2	337.79	28.176	53.259	0.5236	100	0	8	0	0.0000	
85866	1	9	121.2	338.25	28.167	52.076	0.7327	111	0	8	0	0.0000	
85867	1	9.6	121.2	337.91	28.100	52.941	0.5477	113	0	8	0	0.0000	
85868	0	10.2	121.2	0.0000	0.0000	0.0000	0.0000	61	0	0	3	1.0000	
85869	2	10.8	121.2	61.249	35.681	60.970	0.8911	86	0	8	0	0.0000	
85870	2	11.4	121.2	61.507	36.069	59.851	0.7934	86	0	8	0	0.0000	
85871	0	12	121.2	0.0000	0.0000	0.0000	0.0000	89	0	0	3	1.0000	
85872	0	12.6	121.2	0.0000	0.0000	0.0000	0.0000	28	0	0	3	1.0000	
85873	0	13.2	121.2	0.0000	0.0000	0.0000	0.0000	33	0	0	3	1.0000	
85874	0	13.8	121.2	0.0000	0.0000	0.0000	0.0000	48	0	0	3	1.0000	
85875	0	14.4	121.2	0.0000	0.0000	0.0000	0.0000	66	0	0	3	1.0000	
85876	0	15	121.2	0.0000	0.0000	0.0000	0.0000	68	0	0	3	1.0000	
85877	1	15.6	121.2	27.732	41.640	46.212	0.5835	98	0	8	0	0.0000	
85878	1	16.2	121.2	27.566	41.696	46.619	0.6677	106	0	8	0	0.0000	
85879	1	16.8	121.2	27.635	41.634	46.586	0.4869	104	0	8	0	0.0000	
85880	1	17.4	121.2	27.707	41.613	46.485	0.4747	110	0	8	0	0.0000	
85881	1	18	121.2	28.073	41.802	45.833	0.7492	89	0	8	0	0.0000	
85882	0	18.6	121.2	0.0000	0.0000	0.0000	0.0000	43	0	0	3	1.0000	
85883	0	19.2	121.2	0.0000	0.0000	0.0000	0.0000	52	0	0	3	1.0000	
85884	0	19.8	121.2	0.0000	0.0000	0.0000	0.0000	49	0	0	3	1.0000	
85885	0	20.4	121.2	0.0000	0.0000	0.0000	0.0000	81	0	0	3	1.0000	
85886	0	21	121.2	0.0000	0.0000	0.0000	0.0000	65	0	0	3	1.0000	
85887	1	21.6	121.2	292.29	27.765	79.755	0.6548	78	0	8	0	0.0000	
85888	1	22.2	121.2	291.86	27.555	79.948	0.8384	84	0	8	0	0.0000	
85889	1	22.8	121.2	291.97	27.905	80.150	0.9332	82	0	8	0	0.0000	
85890	1	23.4	121.2	292.26	27.356	79.874	0.8217	84	0	8	0	0.0000	
85891	1	24	121.2	178.28	20.846	31.239	0.7916	78	0	8	0	0.0000	
85892	1	24.6	121.2	178.40	20.964	31.042	0.5542	105	0	8	0	0.0000	
85893	0	25.2	121.2	0.0000	0.0000	0.0000	0.0000	91	0	0	3	1.0000	
85894	1	25.8	121.2	181.54	18.866	28.515	0.7921	69	0	8	0	0.0000	
85895	0	26.4	121.2	0.0000	0.0000	0.0000	0.0000	43	0	0	3	1.0000	
85896	1	27	121.2	27.637	41.726	46.550	0.6653	110	0	8	0	0.0000	
85897	1	27.6	121.2	27.704	41.847	46.288	0.6739	106	0	8	0	0.0000	
85898	0	28.2	121.2	0.0000	0.0000	0.0000	0.0000	108	0	0	3	1.0000	
85899	1	28.8	121.2	27.880	41.828	46.157	0.6137	119	0	8	0	0.0000	
85900	1	29.4	121.2	176.43	21.106	32.701	0.4262	90	0	8	0	0.0000	
85901	1	30	121.2	176.46	21.098	32.671	0.4517	116	0	8	0	0.0000	
85902	1	30.6	121.2	176.43	21.088	32.695	0.4771	105	0	8	0	0.0000	
85903	0	31.2	121.2	0.0000	0.0000	0.0000	0.0000	93	0	0	3	1.0000	
85904	1	31.8	121.2	176.52	21.042	32.585	0.8519	68	0	8	0	0.0000	
85905	0	32.4	121.2	0.0000	0.0000	0.0000	0.0000	43	0	0	3	1.0000	
85906	1	33	121.2	239.76	50.981	51.637	0.6136	77	0	8	0	0.0000	
85907	0	33.6	121.2	0.0000	0.0000	0.0000	0.0000	105	0	0	3	1.0000	
85908	1	34.2	121.2	239.80	50.855	51.442	0.7385	107	0	8	0	0.0000	
85909	1	34.8	121.2	239.67	50.889	51.583	0.5706	99	0	8	0	0.0000	
85910	1	35.4	121.2	239.20	50.601	51.936	0.5712	109	0	8	0	0.0000	
85911	1	36	121.2	239.68	50.743	51.301	0.5978	114	0	8	0	0.0000	
85912	0	36.6	121.2	0.0000	0.0000	0.0000	0.0000	52	0	0	3	1.0000	
85913	2	37.2	121.2	327.44	13.419	30.451	0.4340	141	0	8	0	0.0000	
85914	2	37.8	121.2	327.15	13.496	30.655	0.6504	165	0	8	0	0.0000	
85915	2	38.4	121.2	325.44	12.768	32.668	0.5465	110	0	8	0	0.0000	
85916	1	39	121.2	322.65	11.384	35.369	0.8506	71	0	8	0	0.0000	
85917	1	39.6	121.2	198.85	17.961	83.763	0.5739	97	0	8	0	0.0000	
85918	0	40.2	121.2	0.0000	0.0000	0.0000	0.0000	96	0	0	3	1.0000	
85919	0	40.8	121.2	0.0000	0.0000	0.0000	0.0000	104	0	0	3	1.0000	
85920	1	41.4	121.2	198.36	18.045	84.213	0.9321	100	0	8	0	0.0000	
85921	0	42	121.2	0.0000	0.0000	0.0000	0.0000	92	0	0	3	1.0000	
85922	1	42.6	121.2	198.66	18.148	84.138	0.6400	101	0	8	0	0.0000	
85923	1	43.2	121.2	198.98	18.156	83.852	0.7013	103	0	8	0	0.0000	
85924	1	43.8	121.2	198.08	18.126	84.777	0.6045	101	0	8	0	0.0000	
85925	0	44.4	121.2	0.0000	0.0000	0.0000	0.0000	98	0	0	3	1.0000	
85926	1	45	121.2	197.36	18.143	85.615	0.7997	79	0	8	0	0.0000	
85927	0	45.6	121.2	0.0000	0.0000	0.0000	0.0000	100	0	0	3	1.0000	
85928	1	46.2	121.2	198.88	17.840	83.735	0.8820	98	0	8	0	0.0000	
85929	1	46.8	121.2	198.71	17.670	83.987	0.8180	107	0	8	0	0.0000	
85930	1	47.4	121.2	197.92	17.350	84.658	0.7803	104	0	8	0	0.0000	
85931	1	48	121.2	197.94	17.201	84.819	0.5710	100	0	8	0	0.0000	
85932	1	48.6	121.2	198.05	17.395	84.754	0.5144	102	0	8	0	0.0000	
85933	0	49.2	121.2	0.0000	0.0000	0.0000	0.0000	102	0	0	3	1.0000	
85934	1	49.8	121.2	197.80	17.035	85.206	0.7461	95	0	8	0	0.0000	
85935	1	50.4	121.2	197.59	16.872	85.405	0.5348	104	0	8	0	0.0000	
85936	1	51	121.2	198.42	16.779	84.400	0.5616	58	0	8	0	0.0000	
85937	1	51.6	121.2	147.55	28.846	31.620	0.5114	92	0	8	0	0.0000	
85938	1	52.2	121.2	147.27	28.965	31.904	0.7433	103	0	8	0	0.0000	
85939	1	52.8	121.2	147.56	28.856	31.582	0.5246	98	0	8	0	0.0000	
85940	1	53.4	121.2	148.05	28.688	31.107	0.6080	104	0	8	0	0.0000	
85941	1	54	121.2	148.21	28.803	30.918	0.8451	80	0	8	0	0.0000	
85942	1	54.6	121.2	336.02	30.516	41.684	0.7434	98	0	8	0	0.0000	
85943	1	55.2	121.2	336.24	30.355	41.288	0.7255	97	0	8	0	0.0000	
85944	1	55.8	121.2	336.70	30.392	40.942	0.4319	114	0	8	0	0.0000	
85945	1	56.4	121.2	335.60	30.450	42.206	0.6595	102	0	8	0	0.0000	
85946	1	57	121.2	336.83	30.446	40.739	0.7709	114	0	8	0	0.0000	
85947	1	57.6	121.2	336.25	30.641	41.517	0.7436	119	0	8	0	0.0000	
85948	1	58.2	121.2	336.67	30.489	40.614	0.8105	116	0	8	0	0.0000	
85949	1	58.8	121.2	337.38	30.397	40.228	0.6616	107	0	8	0	0.0000	
85950	1	59.4	121.2	336.81	30.334	40.704	0.4884	114	0	8	0	0.0000	
85951	1	60	121.2	336.31	30.323	41.324	0.6661	107	0	8	0	0.0000	
85952	1	60.6	121.2	337.01	30.348	40.542	0.4658	109	0	8	0	0.0000	
85953	1	61.2	121.2	337.33	30.414	40.235	0.4385	127	0	8	0	0.0000	
85954	1	61.8	121.2	337.50	30.437	40.141	0.5638	117	0	8	0	0.0000	
85955	1	62.4	121.2	336.77	30.605	40.722	0.6497	91	0	8	0	0.0000	
85956	1	63	121.2	203.69	37.682	48.206	0.4976	90	0	8	0	0.0000	
85957	1	63.6	121.2	204.09	37.839	47.863	0.4518	101	0	8	0	0.0000	
85958	1	64.2	121.2	203.89	38.106	48.420	0.6898	90	0	8	0	0.0000	
85959	1	64.8	121.2	204.02	38.130	48.106	0.5241	91	0	8	0	0.0000	
85960	1	65.4	121.2	204.02	38.097	48.122	0.4303	93	0	8	0	0.0000	
85961	1	66	121.2	204.05	37.903	48.162	0.4004	98	0	8	0	0.0000	
85962	1	66.6	121.2	204.36	37.864	47.783	0.4737	96	0	8	0	0.0000	
85963	1	67.2	121.2	203.99	37.637	48.240	0.4477	110	0	8	0	0.0000	
85964	1	67.8	121.2	203.88	38.049	48.357	0.3774	85	0	8	0	0.0000	
85965	1	68.4	121.2	204.13	38.151	48.085	0.4062	94	0	8	0	0.0000	
85966	1	69	121.2	204.10	38.189	48.244	0.6024	94	0	8	0	0.0000	
85967	1	69.6	121.2	204.13	38.281	48.130	0.4673	96	0	8	0	0.0000	
85968	1	70.2	121.2	204.17	38.433	48.023	0.5507	96	0	8	0	0.0000	
85969	1	70.8	121.2	204.10	38.123	48.133	0.4841	94	0	8	0	0.0000	
85970	1	71.4	121.2	203.75	37.859	48.747	0.2926	87	0	8	0	0.0000	
85971	1	72	121.2	203.91	38.204	48.504	0.3778	83	0	8	0	0.0000	
85972	1	72.6	121.2	203.51	37.998	49.089	0.4482	85	0	8	0	0.0000	
85973	1	73.2	121.2	202.92	38.149	49.790	0.5704	92	0	8	0	0.0000	
85974	1	73.8	121.2	203.52	38.008	49.508	0.4544	90	0	8	0	0.0000	
85975	1	74.4	121.2	203.19	38.121	49.755	0.5587	87	0	8	0	0.0000	
85976	1	75	121.2	200.08	38.224	52.775	0.8431	72	0	8	0	0.0000	
85977	0	75.6	121.2	0.0000	0.0000	0.0000	0.0000	55	0	0	3	1.0000	
85978	0	76.2	121.2	0.0000	0.0000	0.0000	0.0000	3	0	0	3	1.0000	
85979	0	76.8	121.2	0.0000	0.0000	0.0000	0.0000	7	0	0	3	1.0000	
85980	0	77.4	121.2	0.0000	0.0000	0.0000	0.0000	2	0	0	3	1.0000	
85981	0	78	121.2	0.0000	0.0000	0.0000	0.0000	6	0	0	3	1.0000	
85982	0	78.6	121.2	0.0000	0.0000	0.0000	0.0000	28	0	0	3	1.0000	
85983	2	79.2	121.2	63.959	35.488	19.947	0.9291	80	0	8	0	0.0000	
85984	1	79.8	121.2	330.06	22.370	22.637	0.6018	91	0	8	0	0.0000	
85985	1	80.4	121.2	329.54	22.452	23.414	0.5596	115	0	8	0	0.0000	
85986	1	81	121.2	329.78	22.575	23.459	0.5417	115	0	8	0	0.0000	
85987	1	81.6	121.2	329.11	22.791	24.334	0.5254	115	0	8	0	0.0000	
85988	1	82.2	121.2	329.34	22.613	24.051	0.8067	117	0	8	0	0.0000	
85989	1	82.8	121.2	330.16	22.343	22.750	0.6707	117	0	8	0	0.0000	
85990	1	83.4	121.2	330.06	22.559	22.879	0.7478	122	0	8	0	0.0000	
85991	1	84	121.2	331.40	22.614	21.620	0.4859	89	0	8	0	0.0000	
85992	1	84.6	121.2	204.61	40.745	43.360	0.6858	91	0	8	0	0.0000	
85993	1	85.2	121.2	204.97	41.097	43.135	0.6815	89	0	8	0	0.0000	
85994	1	85.8	121.2	205.15	40.430	43.073	0.5442	91	0	8	0	0.0000	
85995	1	86.4	121.2	204.79	40.306	43.386	0.4919	99	0	8	0	0.0000	
85996	1	87	121.2	205.00	40.147	43.186	0.5988	93	0	8	0	0.0000	
85997	1	87.6	121.2	205.03	40.525	43.040	0.4961	100	0	8	0	0.0000	
85998	0	88.2	121.2	0.0000	0.0000	0.0000	0.0000	67	0	0	3	1.0000	
85999	1	88.8	121.2	6.6439	10.181	34.296	0.3916	101	0	8	0	0.0000	
86000	0	89.4	121.2	0.0000	0.0000	0.0000	0.0000	63	0	0	3	1.0000	
86001	1	90	121.2	347.19	50.777	48.988	0.7637	107	0	8	0	0.0000	
86002	1	90.6	121.2	347.25	50.872	49.084	0.7388	106	0	8	0	0.0000	
86003	1	91.2	121.2	347.19	50.891	49.110	0.7763	112	0	8	0	0.0000	
86004	1	91.8	121.2	347.92	50.797	48.342	0.8945	109	0	8	0	0.0000	
86005	1	92.4	121.2	347.52	50.789	48.749	0.5667	108	0	8	0	0.0000	
86006	1	93	121.2	347.68	50.766	48.809	0.6731	116	0	8	0	0.0000	
86007	1	93.6	121.2	336.68	52.560	45.384	0.7409	77	0	8	0	0.0000	
86008	1	94.2	121.2	336.64	52.593	45.275	0.6112	107	0	8	0	0.0000	
86009	1	94.8	121.2	336.48	52.626	45.465	0.6570	111	0	8	0	0.0000	
86010	1	95.4	121.2	336.49	52.806	45.969	0.7312	103	0	8	0	0.0000	
86011	1	96	121.2	347.44	50.504	49.099	0.3888	90	0	8	0	0.0000	
86012	0	96.6	121.2	0.0000	0.0000	0.0000	0.0000	113	0	0	3	1.0000	
86013	1	97.2	121.2	347.80	50.648	48.933	0.6044	123	0	8	0	0.0000	
86014	1	97.8	121.2	347.79	50.761	48.876	0.6818	109	0	8	0	0.0000	
86015	1	98.4	121.2	347.79	50.671	48.938	0.6514	112	0	8	0	0.0000	
86016	1	99	121.2	347.87	50.567	48.771	0.9384	105	0	8	0	0.0000	
86017	1	99.6	121.2	348.46	50.634	48.562	0.6195	110	0	8	0	0.0000	
86018	1	100.2	121.2	348.20	50.794	48.750	0.5719	107	0	8	0	0.0000	
86019	1	100.8	121.2	348.27	50.906	48.711	0.5801	110	0	8	0	0.0000	
86020	1	101.4	121.2	348.66	50.650	48.066	0.7185	110	0	8	0	0.0000	
86021	1	102	121.2	348.28	51.025	48.704	0.5919	113	0	8	0	0.0000	
86022	1	102.6	121.2	348.76	50.857	47.705	0.6674	117	0	8	0	0.0000	
86023	1	103.2	121.2	348.75	51.061	47.591	0.8024	121	0	8	0	0.0000	
86024	1	103.8	121.2	349.66	51.493	45.629	0.6141	111	0	8	0	0.0000	
86025	0	104.4	121.2	0.0000	0.0000	0.0000	0.0000	61	0	0	3	1.0000	
86026	1	105	121.2	351.81	40.202	43.797	0.8117	84	0	8	0	0.0000	
86027	1	105.6	121.2	351.15	40.285	44.747	0.5689	94	0	8	0	0.0000	
86028	1	106.2	121.2	351.27	39.705	43.758	0.6308	92	0	8	0	0.0000	
86029	1	106.8	121.2	350.62	40.424	45.001	0.6269	100	0	8	0	0.0000	
86030	1	107.4	121.2	350.75	40.478	44.903	0.6624	91	0	8	0	0.0000	
86031	1	108	121.2	351.22	40.058	44.559	0.9090	100	0	8	0	0.0000	
86032	1	108.6	121.2	351.72	40.181	44.074	0.4489	99	0	8	0	0.0000	
86033	1	109.2	121.2	350.78	40.250	44.782	0.8002	96	0	8	0	0.0000	
86034	1	109.8	121.2	350.94	40.186	44.646	1.0281	87	0	8	0	0.0000	
86035	0	110.4	121.2	0.0000	0.0000	0.0000	0.0000	61	0	0	3	1.0000	
86036	1	111	121.2	350.98	38.837	45.342	0.9994	76	0	8	0	0.0000	
86037	1	111.6	121.2	351.67	38.590	45.449	0.5301	89	0	8	0	0.0000	
86038	1	112.2	121.2	351.75	38.349	44.704	0.5963	88	0	8	0	0.0000	
86039	1	112.8	121.2	351.49	38.381	45.509	0.6134	89	0	8	0	0.0000	
86040	1	113.4	121.2	351.28	38.416	45.681	0.5520	85	0	8	0	0.0000	
86041	1	114	121.2	351.46	38.370	45.638	0.4416	89	0	8	0	0.0000	
86042	1	114.6	121.2	351.48	38.290	45.618	0.5677	86	0	8	0	0.0000	
86043	1	115.2	121.2	351.43	38.397	45.673	0.5985	92	0	8	0	0.0000	
86044	1	115.8	121.2	351.10	38.368	45.768	0.7233	99	0	8	0	0.0000	
86045	1	116.4	121.2	349.21	38.305	47.212	1.0230	101	0	8	0	0.0000	
86046	1	117	121.2	351.22	38.418	45.543	0.7323	95	0	8	0	0.0000	
86047	1	117.6	121.2	351.60	38.543	45.581	0.5648	99	0	8	0	0.0000	
86048	1	118.2	121.2	351.22	38.475	45.871	0.6061	100	0	8	0	0.0000	
86049	1	118.8	121.2	351.35	38.546	45.504	0.7379	102	0	8	0	0.0000	
86050	1	119.4	121.2	351.76	38.453	44.623	0.6842	100	0	8	0	0.0000	
86051	1	120	121.2	351.50	38.482	45.723	0.5446	96	0	8	0	0.0000	
86052	0	120.6	121.2	0.0000	0.0000	0.0000	0.0000	97	0	0	3	1.0000	
86053	1	121.2	121.2	38.630	31.684	27.766	0.4705	77	0	8	0	0.0000	
86054	1	121.8	121.2	39.118	31.489	28.030	0.5211	102	0	8	0	0.0000	
86055	1	122.4	121.2	39.035	31.429	28.015	0.4416	104	0	8	0	0.0000	
86056	1	123	121.2	38.945	31.385	28.118	0.5349	103	0	8	0	0.0000	
86057	2	123.6	121.2	57.337	25.962	59.588	0.5163	66	0	8	0	0.0000	
86058	0	124.2	121.2	0.0000	0.0000	0.0000	0.0000	35	0	0	3	1.0000	
86059	1	124.8	121.2	45.188	30.983	23.378	0.6424	72	0	8	0	0.0000	
86060	0	125.4	121.2	0.0000	0.0000	0.0000	0.0000	31	0	0	3	1.0000	
86061	1	126	121.2	204.05	20.779	14.468	0.7573	61	0	8	0	0.0000	
86062	0	126.6	121.2	0.0000	0.0000	0.0000	0.0000	75	0	0	3	1.0000	
86063	0	127.2	121.2	0.0000	0.0000	0.0000	0.0000	44	0	0	3	1.0000	
86064	0	127.8	121.2	0.0000	0.0000	0.0000	0.0000	28	0	0	3	1.0000	
86065	0	128.4	121.2	0.0000	0.0000	0.0000	0.0000	29	0	0	3	1.0000	
86066	0	129	121.2	0.0000	0.0000	0.0000	0.0000	60	0	0	3	1.0000	
86067	0	129.6	121.2	0.0000	0.0000	0.0000	0.0000	41	0	0	3	1.0000	
86068	0	130.2	121.2	0.0000	0.0000	0.0000	0.0000	58	0	0	3	1.0000	
86069	1	130.8	121.2	160.05	28.872	58.058	0.4289	99	0	8	0	0.0000	
86070	0	131.4	121.2	0.0000	0.0000	0.0000	0.0000	56	0	0	3	1.0000	
86071	0	132	121.2	0.0000	0.0000	0.0000	0.0000	39	0	0	3	1.0000	
86072	0	132.6	121.2	0.0000	0.0000	0.0000	0.0000	71	0	0	3	1.0000	
86073	1	133.2	121.2	306.82	36.558	70.716	0.3540	92	0	8	0	0.0000	
86074	1	133.8	121.2	306.60	36.679	70.931	0.6741	92	0	8	0	0.0000	
86075	1	134.4	121.2	306.94	36.472	70.692	0.4394	95	0	8	0	0.0000	
86076	1	135	121.2	307.12	36.398	70.752	0.7215	79	0	8	0	0.0000	
86077	1	135.6	121.2	157.58	27.092	60.469	0.5781	80	0	8	0	0.0000	
86078	1	136.2	121.2	158.18	26.976	59.997	0.6860	101	0	8	0	0.0000	
86079	1	136.8	121.2	158.32	27.290	59.825	0.5895	103	0	8	0	0.0000	
86080	1	137.4	121.2	158.51	26.996	59.470	0.6602	103	0	8	0	0.0000	
86081	1	138	121.2	157.79	26.733	59.880	0.6871	99	0	8	0	0.0000	
86082	1	138.6	121.2	157.31	27.268	60.246	0.6013	100	0	8	0	0.0000	
86083	1	139.2	121.2	158.29	27.233	59.191	0.7437	74	0	8	0	0.0000	
86084	1	139.8	121.2	182.83	30.205	39.158	0.5774	78	0	8	0	0.0000	
86085	1	140.4	121.2	120.66	22.896	74.428	0.9304	100	0	8	0	0.0000	
86086	1	141	121.2	121.48	22.712	73.845	0.8657	88	0	8	0	0.0000	
86087	0	141.6	121.2	0.0000	0.0000	0.0000	0.0000	68	0	0	3	1.0000	
86088	1	142.2	121.2	183.41	30.235	38.557	0.6606	80	0	8	0	0.0000	
86089	1	142.8	121.2	182.54	30.523	39.234	0.4329	78	0	8	0	0.0000	
86090	0	143.4	121.2	0.0000	0.0000	0.0000	0.0000	56	0	0	3	1.0000	
86091	1	144	121.2	120.62	24.029	74.274	0.6898	102	0	8	0	0.0000	
86092	1	144.6	121.2	120.50	23.960	74.306	0.6076	104	0	8	0	0.0000	
86093	1	145.2	121.2	121.10	24.024	73.665	0.5920	109	0	8	0	0.0000	
86094	1	145.8	121.2	121.09	24.164	73.646	0.8677	80	0	8	0	0.0000	
86095	1	146.4	121.2	98.451	46.949	65.404	0.6977	61	0	8	0	0.0000	
86096	1	147	121.2	98.307	47.232	65.566	0.6815	89	0	8	0	0.0000	
86097	1	147.6	121.2	97.935	47.158	66.080	0.7712	92	0	8	0	0.0000	
86098	1	148.2	121.2	98.324	47.402	65.674	0.8331	98	0	8	0	0.0000	
86099	1	148.8	121.2	98.450	47.213	65.597	0.6792	98	0	8	0	0.0000	
86100	1	149.4	121.2	98.251	47.345	65.758	0.6402	94	0	8	0	0.0000	
86101	1	150	121.2	98.301	47.377	65.767	0.4879	99	0	8	0	0.0000	
86102	0	150.6	121.2	0.0000	0.0000	0.0000	0.0000	51	0	0	3	1.0000	
86103	1	151.2	121.2	235.62	5.2480	77.623	0.6077	97	0	8	0	0.0000	
86104	1	151.8	121.2	236.56	5.2327	76.366	0.5715	114	0	8	0	0.0000	
86105	1	152.4	121.2	239.76	5.3213	73.060	0.5308	116	0	8	0	0.0000	
86106	1	153	121.2	242.83	5.5054	70.270	0.5579	115	0	8	0	0.0000	
86107	1	153.6	121.2	243.26	5.4746	69.882	0.4911	109	0	8	0	0.0000	
86108	1	154.2	121.2	239.96	5.2956	72.906	0.4818	108	0	8	0	0.0000	
86109	1	154.8	121.2	241.65	5.3960	71.397	0.6241	112	0	8	0	0.0000	
86110	1	155.4	121.2	242.45	5.5765	70.476	0.6045	113	0	8	0	0.0000	
86111	1	156	121.2	239.99	5.5587	72.754	0.5119	115	0	8	0	0.0000	
86112	1	156.6	121.2	239.46	5.6008	73.289	0.5049	115	0	8	0	0.0000	
86113	1	157.2	121.2	240.39	5.5896	72.611	0.6196	103	0	8	0	0.0000	
86114	0	157.8	121.2	0.0000	0.0000	0.0000	0.0000	86	0	0	3	1.0000	
86115	1	158.4	121.2	338.44	12.487	39.585	0.3287	112	0	8	0	0.0000	
86116	1	159	121.2	339.04	12.240	38.939	0.4531	117	0	8	0	0.0000	
86117	1	159.6	121.2	338.63	12.541	39.473	0.3400	115	0	8	0	0.0000	
86118	1	160.2	121.2	338.99	12.641	39.048	0.2899	116	0	8	0	0.0000	
86119	1	160.8	121.2	337.60	12.739	40.363	0.4064	101	0	8	0	0.0000	
86120	1	161.4	121.2	329.50	13.553	47.654	1.1605	66	0	8	0	0.0000	
86121	0	162	121.2	0.0000	0.0000	0.0000	0.0000	73	0	0	3	1.0000	
86122	0	162.6	121.2	0.0000	0.0000	0.0000	0.0000	122	0	0	3	1.0000	
86123	0	163.2	121.2	0.0000	0.0000	0.0000	0.0000	112	0	0	3	1.0000	
86124	1	163.8	121.2	343.23	51.820	44.245	0.9137	100	0	8	0	0.0000	
86125	1	164.4	121.2	343.16	51.710	45.146	0.5991	114	0	8	0	0.0000	
86126	0	165	121.2	0.0000	0.0000	0.0000	0.0000	56	0	0	3	1.0000	
86127	1	165.6	121.2	13.247	48.403	54.611	0.3238	105	0	8	0	0.0000	
86128	1	166.2	121.2	13.141	48.602	54.820	0.6069	104	0	8	0	0.0000	
86129	0	166.8	121.2	0.0000	0.0000	0.0000	0.0000	111	0	0	3	1.0000	
86130	1	167.4	121.2	218.85	51.666	49.496	0.6669	115	0	8	0	0.0000	
86131	0	168	121.2	0.0000	0.0000	0.0000	0.0000	87	0	0	3	1.0000	
86132	0	168.6	121.2	0.0000	0.0000	0.0000	0.0000	77	0	0	3	1.0000	
86133	1	169.2	121.2	147.97	31.326	42.405	0.5912	77	0	8	0	0.0000	
86134	1	169.8	121.2	147.97	31.279	42.506	0.5803	91	0	8	0	0.0000	
86135	1	170.4	121.2	148.60	31.242	41.964	0.4681	82	0	8	0	0.0000	
86136	1	171	121.2	26.711	31.232	37.213	0.8918	90	0	8	0	0.0000	
86137	1	171.6	121.2	27.109	31.291	36.320	0.7431	115	0	8	0	0.0000	
86138	1	172.2	121.2	26.982	31.039	36.033	0.6956	113	0	8	0	0.0000	
86139	1	172.8	121.2	27.103	30.981	36.120	0.7147	68	0	8	0	0.0000	
86140	0	173.4	121.2	0.0000	0.0000	0.0000	0.0000	50	0	0	3	1.0000	
86141	0	174	121.2	0.0000	0.0000	0.0000	0.0000	48	0	0	3	1.0000	
86142	1	174.6	121.2	22.020	46.653	46.677	0.7191	110	0	8	0	0.0000	
86143	0	175.2	121.2	0.0000	0.0000	0.0000	0.0000	110	0	0	3	1.0000	
86144	1	175.8	121.2	21.631	46.370	47.149	0.8679	115	0	8	0	0.0000	
86145	0	176.4	121.2	0.0000	0.0000	0.0000	0.0000	95	0	0	3	1.0000	
86146	0	177	121.2	0.0000	0.0000	0.0000	0.0000	86	0	0	3	1.0000	
86147	1	177.6	121.2	22.775	46.439	45.804	0.9063	110	0	8	0	0.0000	
86148	1	178.2	121.2	22.614	46.609	46.130	0.7960	108	0	8	0	0.0000	
86149	1	178.8	121.2	22.853	47.031	45.559	0.6724	120	0	8	0	0.0000	
86150	1	179.4	121.2	22.734	47.141	45.698	0.7299	123	0	8	0	0.0000	
86151	1	180	121.2	22.671	47.281	45.392	0.7098	97	0	8	0	0.0000	
86152	1	180.6	121.2	111.08	12.933	15.570	0.7470	109	0	8	0	0.0000	
86153	1	181.2	121.2	111.04	12.983	15.617	0.7517	106	0	8	0	0.0000	
86154	1	181.8	121.2	202.82	36.870	36.852	0.8193	64	0	8	0	0.0000	
86155	1	182.4	121.2	201.88	36.784	37.437	0.4896	100	0	8	0	0.0000	
86156	1	183	121.2	200.77	36.853	38.055	0.5038	105	0	8	0	0.0000	
